id,distributor,name,discipline,long_description,price,currency,organization,key_words,modules,modules_number,modules_type,avg_length,description,schema,education_type,age,terms,test,amount_restrictions,level_counts,teachers_present,tutors_present,facilitators_present,feedback,co_ed,practice,forums,individualization,disabled,webinars,analytics,deadlines,post_entrance,training_materials,browsers,technologies,requsites,payment,os_list,tools,peripherals,authors,author_degree,author_awards,author_position,valued_work,certification,language,org_link,start_date,end_date,length,sync,assessmet,lms,course_id,prerequesetes,image,video,interests,skills,ways,code
73,openedu,"Введение в инженерию больших данных",,,"Бесплатно",null,misis,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/misis/ABD,2019-09-15T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:misis+ABD+fall_2019,auto,https://courses.openedu.ru/asset-v1:misis+ABD+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,10
74,openedu,"Введение в инженерию больших данных",,,"Бесплатно",null,misis,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/misis/ABD,2019-02-17T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:misis+ABD+spring_2019,auto,https://courses.openedu.ru/asset-v1:misis+ABD+spring_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,11
75,openedu,"Академическое русское письмо",,,"Бесплатно",null,spbu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbu/ACADRU,2017-09-30T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbu+ACADRU+fall_2017,auto,https://courses.openedu.ru/asset-v1:spbu+ACADRU+fall_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,12
76,openedu,"Академическое русское письмо",,,"Бесплатно",null,spbu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbu/ACADRU,2018-09-15T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbu+ACADRU+fall_2018,auto,https://courses.openedu.ru/asset-v1:spbu+ACADRU+fall_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,13
77,openedu,"Академическое русское письмо",,,"Бесплатно",null,spbu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbu/ACADRU,2019-09-16T00:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbu+ACADRU+fall_2019,auto,https://courses.openedu.ru/asset-v1:spbu+ACADRU+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,14
78,openedu,"Академическое русское письмо",,,"Бесплатно",null,spbu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbu/ACADRU,2017-03-31T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbu+ACADRU+spring_2017,auto,https://courses.openedu.ru/asset-v1:spbu+ACADRU+spring_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,15
79,openedu,"Академическое русское письмо",,,"Бесплатно",null,spbu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbu/ACADRU,2018-03-01T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbu+ACADRU+spring_2018,auto,https://courses.openedu.ru/asset-v1:spbu+ACADRU+spring_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,16
80,openedu,"Академическое русское письмо",,,"Бесплатно",null,spbu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/spbu/ACADRU,2019-02-14T00:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:spbu+ACADRU+spring_2019,auto,https://courses.openedu.ru/asset-v1:spbu+ACADRU+spring_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,17
81,openedu,"Элементы систем автоматического управления",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/ACSE,2018-06-30T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+ACSE+Demo_2018,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+ACSE+Demo_2018+type@asset+block@badge3.jpg,None,auto,auto,auto,18
82,openedu,"Элементы систем автоматического управления",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/ACSE,2016-09-12T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+ACSE+fall_2016,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+ACSE+fall_2016+type@asset+block@badge3.jpg,None,auto,auto,auto,19
83,openedu,"Элементы систем автоматического управления",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/ACSE,2017-09-04T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+ACSE+fall_2017,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+ACSE+fall_2017+type@asset+block@badge3.jpg,None,auto,auto,auto,20
84,openedu,"Элементы систем автоматического управления",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/ACSE,2018-09-10T06:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+ACSE+fall_2018,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+ACSE+fall_2018+type@asset+block@badge3.jpg,None,auto,auto,auto,21
85,openedu,"Элементы систем автоматического управления",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/ACSE,2019-09-09T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+ACSE+fall_2019,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+ACSE+fall_2019+type@asset+block@badge3.jpg,None,auto,auto,auto,22
86,openedu,"Элементы систем автоматического управления",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/ACSE,2017-02-20T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+ACSE+spring_2017,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+ACSE+spring_2017+type@asset+block@badge3.jpg,None,auto,auto,auto,23
87,openedu,"Элементы систем автоматического управления",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/ACSE,2018-02-19T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+ACSE+spring_2018,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+ACSE+spring_2018+type@asset+block@badge3.jpg,None,auto,auto,auto,24
88,openedu,"Элементы систем автоматического управления",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/ACSE,2019-02-11T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+ACSE+spring_2019,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+ACSE+spring_2019+type@asset+block@badge3.jpg,None,auto,auto,auto,25
89,openedu,"Введение в аддитивную комбинаторику",,,"Бесплатно",null,mipt,auto,auto,null,null,null,None,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/mipt/ADDCOMB,2030-01-01T00:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:mipt+ADDCOMB+test_2019,auto,https://courses.openedu.ru/asset-v1:mipt+ADDCOMB+test_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,26
90,openedu,"Дополнительные главы теории случайных графов",,,"Бесплатно",null,mipt,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/mipt/ADDRANDGRAPHS,2019-09-03T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:mipt+ADDRANDGRAPHS+fall_2019,auto,https://courses.openedu.ru/asset-v1:mipt+ADDRANDGRAPHS+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,27
91,openedu,"Дополнительные главы теории случайных графов",,,"Бесплатно",null,mipt,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/mipt/ADDRANDGRAPHS,2030-01-01T00:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:mipt+ADDRANDGRAPHS+test_2019,auto,https://courses.openedu.ru/asset-v1:mipt+ADDRANDGRAPHS+test_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,28
92,openedu,"Монтаж видеороликов с использованием инструментов Adobe",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/ADOBE,2018-01-01T00:00:00Z,2018-07-03T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+ADOBE+fall_2018,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+ADOBE+fall_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,29
93,openedu,"Продвинутые графы",,,"Бесплатно",null,mipt,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/mipt/ADV_GRAPHS,2017-09-18T00:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:mipt+ADV_GRAPHS+fall_2017,auto,https://courses.openedu.ru/asset-v1:mipt+ADV_GRAPHS+fall_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,30
94,openedu,"Продвинутые графы",,,"Бесплатно",null,mipt,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/mipt/ADV_GRAPHS,2018-09-02T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:mipt+ADV_GRAPHS+fall_2018,auto,https://courses.openedu.ru/asset-v1:mipt+ADV_GRAPHS+fall_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,31
95,openedu,"Продвинутые графы",,,"Бесплатно",null,mipt,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/mipt/ADV_GRAPHS,2019-09-02T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:mipt+ADV_GRAPHS+fall_2019,auto,https://courses.openedu.ru/asset-v1:mipt+ADV_GRAPHS+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,32
96,openedu,"Продвинутые графы",,,"Бесплатно",null,mipt,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/mipt/ADV_GRAPHS,2017-03-06T03:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:mipt+ADV_GRAPHS+spring_2017,auto,https://courses.openedu.ru/asset-v1:mipt+ADV_GRAPHS+spring_2017+type@asset+block@images_course_image.jpg,None,auto,auto,auto,33
97,openedu,"Продвинутые графы",,,"Бесплатно",null,mipt,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/mipt/ADV_GRAPHS,2019-03-10T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:mipt+ADV_GRAPHS+spring_2019,auto,https://courses.openedu.ru/asset-v1:mipt+ADV_GRAPHS+spring_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,34
98,openedu,"Продвинутые графы",,,"Бесплатно",null,mipt,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/mipt/ADV_GRAPHS,2018-03-05T00:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:mipt+ADV_GRAPHS+winter_2018,auto,https://courses.openedu.ru/asset-v1:mipt+ADV_GRAPHS+winter_2018+type@asset+block@images_course_image.jpg,None,auto,auto,auto,35
99,openedu,"Основания алгебры и геометрии",,,"Бесплатно",null,hse,auto,auto,null,null,null,None,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/hse/AGBASE,2019-09-02T00:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:hse+AGBASE+fall_2019,auto,https://courses.openedu.ru/asset-v1:hse+AGBASE+fall_2019+type@asset+block@images_course_image.jpg,None,auto,auto,auto,36
100,openedu,"Аналитическая геометрия",,,"Бесплатно",null,bmstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/bmstu/AGEOM,2019-02-10T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:bmstu+AGEOM+MGTU_1_2019,auto,https://courses.openedu.ru/asset-v1:bmstu+AGEOM+MGTU_1_2019+type@asset+block@%D0%BB%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF_000001.jpeg,None,auto,auto,auto,37
101,openedu,"Аналитическая геометрия",,,"Бесплатно",null,bmstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/bmstu/AGEOM,2018-08-31T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:bmstu+AGEOM+spring_2018,auto,https://courses.openedu.ru/asset-v1:bmstu+AGEOM+spring_2018+type@asset+block@%D0%BB%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF_000001.jpeg,None,auto,auto,auto,38
102,openedu,"Аналитическая геометрия",,,"Бесплатно",null,bmstu,auto,auto,null,null,null,"",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/bmstu/AGEOM,2019-02-10T21:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:bmstu+AGEOM+spring_2019,auto,https://courses.openedu.ru/asset-v1:bmstu+AGEOM+spring_2019+type@asset+block@%D0%BB%D0%BE%D0%B3%D0%BE%D1%82%D0%B8%D0%BF_000001.jpeg,None,auto,auto,auto,39
103,openedu,"Методы и алгоритмы теории графов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"Трудоемкость курса - 3 зачетные единицы, и он рассчитан на 10 недель. Средняя недельная нагрузка на обучающегося - 10 часов.",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/AGRAPH,2018-07-01T00:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+AGRAPH+Demo_2018,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+AGRAPH+Demo_2018+type@asset+block@Logo_MetAlgorLAST.png,None,auto,auto,auto,40
104,openedu,"(2015) Методы и алгоритмы теории графов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"Трудоемкость курса - 3 зачетные единицы, и он рассчитан на 10 недель. Средняя недельная нагрузка на обучающегося - 10 часов.",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/AGRAPH,2015-09-28T08:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+AGRAPH+fall_2015,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+AGRAPH+fall_2015+type@asset+block@Logo_MetAlgorLAST.png,None,auto,auto,auto,41
105,openedu,"Методы и алгоритмы теории графов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"Трудоемкость курса - 3 зачетные единицы, и он рассчитан на 10 недель. Средняя недельная нагрузка на обучающегося - 10 часов.",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/AGRAPH,2016-09-12T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+AGRAPH+fall_2016,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+AGRAPH+fall_2016+type@asset+block@Logo_MetAlgorLAST.png,None,auto,auto,auto,42
106,openedu,"Методы и алгоритмы теории графов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"Трудоемкость курса - 3 зачетные единицы, и он рассчитан на 10 недель. Средняя недельная нагрузка на обучающегося - 10 часов.",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/AGRAPH,2017-09-04T09:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+AGRAPH+fall_2017,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+AGRAPH+fall_2017+type@asset+block@Logo_MetAlgorLAST.png,None,auto,auto,auto,43
107,openedu,"Методы и алгоритмы теории графов",,,"Бесплатно",null,ITMOUniversity,auto,auto,null,null,null,"Трудоемкость курса - 3 зачетные единицы, и он рассчитан на 10 недель. Средняя недельная нагрузка на обучающегося - 10 часов.",,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,null,,,,"Не указан автор",,,,,0,"Не указан язык обучения",https://openedu.ru/course/ITMOUniversity/AGRAPH,2018-09-10T06:00:00Z,2030-01-01T00:00:00Z,null,"асинхронные",,auto,course-v1:ITMOUniversity+AGRAPH+fall_2018,auto,https://courses.openedu.ru/asset-v1:ITMOUniversity+AGRAPH+fall_2018+type@asset+block@Logo_MetAlgorLAST.png,None,auto,auto,auto,44
